utt_id,spk_id,demog,gender,speaking_style,duration,num_samples,filepath,transcription
N000258-fn000675-359.6361-361.8092,N000258,DT,m,read,['2.173063'],['34770'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-359.6361-361.8092.wav'],tot ze een leuk huis hebben gevonden
N000258-fn000675-362.4270-364.4203,N000258,DT,m,read,['1.993312'],['31892'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-362.4270-364.4203.wav'],de beurs is van plan om het bedrijf
N000258-fn000675-364.4203-365.5766,N000258,DT,m,read,['1.156312'],['18501'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-364.4203-365.5766.wav'],in juni negentien
N000258-fn000675-366.4730-368.2780,N000258,DT,m,read,['1.805'],['28880'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-366.4730-368.2780.wav'],vier en negentien
N000258-fn000675-368.2780-371.1053,N000258,DT,m,read,['2.827312'],['45236'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-368.2780-371.1053.wav'],en negentig uit de notering te halen
N000258-fn000675-37.5848-39.5120,N000258,DT,m,read,['1.927187'],['30836'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-37.5848-39.5120.wav'],de verkoper over een lagere prijs
N000258-fn000675-372.5468-373.9377,N000258,DT,m,read,['1.390875'],['22255'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-372.5468-373.9377.wav'],de toekomst van jeroen is
N000258-fn000675-373.9377-375.9993,N000258,DT,m,read,['2.061625'],['32985'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-373.9377-375.9993.wav'],door zijn ouders al helemaal uitgestippeld
N000258-fn000675-39.9581-41.9384,N000258,DT,m,read,['1.98025'],['31685'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-39.9581-41.9384.wav'],bij sommige dingen is dat heel duidelijk
N000258-fn000675-42.5684-45.2117,N000258,DT,m,read,['2.643312'],['42293'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-42.5684-45.2117.wav'],voor groente of fruit kleren en andere niet zo
N000258-fn000675-45.2117-46.7850,N000258,DT,m,read,['1.573313'],['25173'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-45.2117-46.7850.wav'],grote en dure artikelen
N000258-fn000675-47.2482-49.2795,N000258,DT,m,read,['2.031312'],['32501'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-47.2482-49.2795.wav'],betaal je gewoon de prijs die erop staat
N000258-fn000675-49.2795-51.4162,N000258,DT,m,read,['2.136688'],['34187'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-49.2795-51.4162.wav'],of die de ko verkoper ervoor vraagt
N000258-fn000675-55.0262-57.4247,N000258,DT,m,read,['2.3985'],['38376'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-55.0262-57.4247.wav'],dit is niet zo bij spullen die niet nieuw zijn
N000258-fn000675-57.4247-58.5998,N000258,DT,m,read,['1.175125'],['18801'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-57.4247-58.5998.wav'],tweedehands spullen
N000258-fn000675-59.1133-60.8213,N000258,DT,m,read,['1.708'],['27328'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-59.1133-60.8213.wav'],daarbij is het juist heel normaal als je
N000258-fn000675-60.8213-62.4325,N000258,DT,m,read,['1.611187'],['25780'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-60.8213-62.4325.wav'],probeert minder te betalen
N000258-fn000675-62.8928-65.2677,N000258,DT,m,read,['2.374875'],['37999'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-62.8928-65.2677.wav'],ook bij tweedehands auto's is de vraagprijs
N000258-fn000675-65.2677-67.3386,N000258,DT,m,read,['2.070937'],['33134'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-65.2677-67.3386.wav'],nooit de prijs die je er echt voor betaalt
N000258-fn000675-67.3386-68.9303,N000258,DT,m,read,['1.591687'],['25467'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-67.3386-68.9303.wav'],je betaalt altijd minder
N000258-fn000675-69.6934-70.9846,N000258,DT,m,read,['1.29125'],['20659'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-69.6934-70.9846.wav'],of je vraagt
N000258-fn000675-70.9846-73.8485,N000258,DT,m,read,['2.863875'],['45823'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-70.9846-73.8485.wav'],er nog gratis spullen bij zoals een cd-speler
N000258-fn000675-77.1361-79.4014,N000258,DT,m,read,['2.26525'],['36245'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-77.1361-79.4014.wav'],pas kun je versturen via de brievenbus
N000258-fn000675-80.0132-82.8660,N000258,DT,m,read,['2.852813'],['45645'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-80.0132-82.8660.wav'],als je een brief voor 's avonds zes uur op de post doet
N000258-fn000675-82.8660-85.5358,N000258,DT,m,read,['2.669812'],['42716'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-82.8660-85.5358.wav'],komt de brief binnen nederland de volgende dag aan
N000258-fn000675-86.1676-87.9606,N000258,DT,m,read,['1.793'],['28688'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-86.1676-87.9606.wav'],post die niet in de brievenbus past
N000258-fn000675-87.9606-89.3759,N000258,DT,m,read,['1.41525'],['22645'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-87.9606-89.3759.wav'],verstuur je in een pakket
N000258-fn000675-89.9252-92.4044,N000258,DT,m,read,['2.479187'],['39667'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-89.9252-92.4044.wav'],pakketten zijn er in verschillende soorten en maten
N000258-fn000675-92.8454-94.8561,N000258,DT,m,read,['2.01075'],['32171'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-92.8454-94.8561.wav'],je kunt ze voor allerlei dingen gebruiken
N000258-fn000675-98.8900-101.2034,N000258,DT,m,read,['2.313375'],['37014'],['dump/raw/nl_test_read_all_hires/data/format.15/N000258-fn000675-98.8900-101.2034.wav'],een gemeente is een stad of een dorp of een
N000265-fn000696-101.6131-103.6343,N000265,DT,m,read,['2.021188'],['32339'],['dump/raw/nl_test_read_all_hires/data/format.15/N000265-fn000696-101.6131-103.6343.wav'],of een paar kleine dorpen samen
N000265-fn000696-103.9937-106.3686,N000265,DT,m,read,['2.374938'],['37998'],['dump/raw/nl_test_read_all_hires/data/format.15/N000265-fn000696-103.9937-106.3686.wav'],ambtenaren van de gemeente controleren
N000265-fn000696-106.3686-108.0105,N000265,DT,m,read,['1.641875'],['26271'],['dump/raw/nl_test_read_all_hires/data/format.15/N000265-fn000696-106.3686-108.0105.wav'],of alle kinderen naar school gaan
N000265-fn000696-108.4235-110.8936,N000265,DT,m,read,['2.470125'],['39521'],['dump/raw/nl_test_read_all_hires/data/format.15/N000265-fn000696-108.4235-110.8936.wav'],de gemeente houdt de stad schoon en zorgt voor
N000265-fn000696-110.8936-112.2696,N000265,DT,m,read,['1.376'],['22016'],['dump/raw/nl_test_read_all_hires/data/format.15/N000265-fn000696-110.8936-112.2696.wav'],goede straden en fiets
N000265-fn000696-112.2696-113.9872,N000265,DT,m,read,['1.717563'],['27482'],['dump/raw/nl_test_read_all_hires/data/format.15/N000265-fn000696-112.2696-113.9872.wav'],straten en fietspaden
N000265-fn000696-114.2066-117.2778,N000265,DT,m,read,['3.071187'],['49139'],['dump/raw/nl_test_read_all_hires/data/format.15/N000265-fn000696-114.2066-117.2778.wav'],ook zorgt de gemeente voor de bomen en de parken
N000265-fn000696-117.6062-120.3961,N000265,DT,m,read,['2.789937'],['44638'],['dump/raw/nl_test_read_all_hires/data/format.15/N000265-fn000696-117.6062-120.3961.wav'],'t is belangrijk dat er voldoende groen is in de stad
N000265-fn000696-123.7512-126.4576,N000265,DT,m,read,['2.706438'],['43302'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-123.7512-126.4576.wav'],voor veel dingen moet je in nederland naar een balie
N000265-fn000696-126.8132-128.9116,N000265,DT,m,read,['2.098438'],['33574'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-126.8132-128.9116.wav'],bijvoorbeeld naar 't gemeentehuis de bank
N000265-fn000696-128.9116-130.0324,N000265,DT,m,read,['1.12075'],['17933'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-128.9116-130.0324.wav'],of naar het postkantoor
N000265-fn000696-130.3764-133.0997,N000265,DT,m,read,['2.723313'],['43573'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-130.3764-133.0997.wav'],meestal zijn er al meer mensen en moet je wachten
N000265-fn000696-133.0997-134.2085,N000265,DT,m,read,['1.108812'],['17741'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-133.0997-134.2085.wav'],tot je aan de beurt bent
N000265-fn000696-134.7959-136.7513,N000265,DT,m,read,['1.955438'],['31286'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-134.7959-136.7513.wav'],je kunt niet even iets anders gaan doen want
N000265-fn000696-136.7513-138.0747,N000265,DT,m,read,['1.323375'],['21175'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-136.7513-138.0747.wav'],dan ben je je plaats kwijt
N000265-fn000696-14.1052-16.8534,N000265,DT,m,read,['2.748188'],['43971'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-14.1052-16.8534.wav'],veel nederlanders vieren elk jaar hun verjaardag
N000265-fn000696-141.1537-143.6453,N000265,DT,m,read,['2.491625'],['39865'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-141.1537-143.6453.wav'],soms kun je nummertjes trekken uit een apparaat
N000265-fn000696-143.9145-144.7729,N000265,DT,m,read,['0.858375'],['13734'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-143.9145-144.7729.wav'],en je en
N000265-fn000696-144.7729-147.2648,N000265,DT,m,read,['2.491937'],['39870'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-144.7729-147.2648.wav'],kun je bij de balie zien welk nummer aan de beurt is
N000265-fn000696-147.6869-150.3576,N000265,DT,m,read,['2.67075'],['42731'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-147.6869-150.3576.wav'],als het nog erg lang duurt voordat jouw nummer aan de beurt is
N000265-fn000696-150.3576-152.0625,N000265,DT,m,read,['1.704875'],['27279'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-150.3576-152.0625.wav'],kun je wel even een boodschap gaan doen
N000265-fn000696-152.4626-153.9172,N000265,DT,m,read,['1.454563'],['23274'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-152.4626-153.9172.wav'],maar niet te lang want als jouw nummer
N000265-fn000696-153.9172-156.0531,N000265,DT,m,read,['2.135937'],['34174'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-153.9172-156.0531.wav'],geweest is moet je weer een nieuw nummer trekken
N000265-fn000696-159.7009-162.4788,N000265,DT,m,read,['2.777937'],['44446'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-159.7009-162.4788.wav'],het nederlands heeft een apart woord voor gezin
N000265-fn000696-16.8534-17.8032,N000265,DT,m,read,['0.9498125'],['15197'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-16.8534-17.8032.wav'],en hun trouwdag
N000265-fn000696-162.8363-165.0940,N000265,DT,m,read,['2.257688'],['36124'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-162.8363-165.0940.wav'],een gezin bestaat uit ouders en kinderen
N000265-fn000696-165.3774-168.3343,N000265,DT,m,read,['2.956938'],['47310'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-165.3774-168.3343.wav'],ze wonen bijna altijd apart van de rest van de familie
N000265-fn000696-168.7513-170.4563,N000265,DT,m,read,['1.705'],['27280'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-168.7513-170.4563.wav'],de familie is veel groter
N000265-fn000696-170.4563-171.7082,N000265,DT,m,read,['1.251875'],['20031'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-170.4563-171.7082.wav'],opa's en oma's
N000265-fn000696-171.7082-174.4981,N000265,DT,m,read,['2.789937'],['44638'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-171.7082-174.4981.wav'],tantes en ooms neven en nichten
N000265-fn000696-174.7395-176.3177,N000265,DT,m,read,['1.578187'],['25251'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-174.7395-176.3177.wav'],in nederland zijn vooral de
N000265-fn000696-176.3177-178.3402,N000265,DT,m,read,['2.0225'],['32360'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-176.3177-178.3402.wav'],relaties binnen het gezin belangrijk
N000265-fn000696-18.2972-21.2961,N000265,DT,m,read,['2.998938'],['47982'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-18.2972-21.2961.wav'],een verjaardag vieren ze meestal thuis met het gezin
N000265-fn000696-181.5419-183.8549,N000265,DT,m,read,['2.313'],['37008'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-181.5419-183.8549.wav'],nederlanders praten veel over het weer
N000265-fn000696-183.8549-186.8117,N000265,DT,m,read,['2.956812'],['47309'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-183.8549-186.8117.wav'],omdat het weer vaak verandert en het helemaal niet zeker is
N000265-fn000696-186.8117-188.4022,N000265,DT,m,read,['1.5905'],['25448'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-186.8117-188.4022.wav'],wat voor weer het is in de lente
N000265-fn000696-188.4022-190.3456,N000265,DT,m,read,['1.943437'],['31094'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-188.4022-190.3456.wav'],zomer herfst of winter
N000265-fn000696-190.8941-193.3978,N000265,DT,m,read,['2.503687'],['40059'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-190.8941-193.3978.wav'],er zijn veel uitdrukkingen die met het vaak
N000265-fn000696-193.3978-195.1038,N000265,DT,m,read,['1.706'],['27296'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-193.3978-195.1038.wav'],onzekere weer te maken hebben
N000265-fn000696-195.4613-198.0246,N000265,DT,m,read,['2.563313'],['41013'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-195.4613-198.0246.wav'],bijvoorbeeld het kan vriezen en het kan dooien
N000265-fn000696-198.3770-200.7497,N000265,DT,m,read,['2.372688'],['37963'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-198.3770-200.7497.wav'],dat betekent dat je nog niet weet hoe iets zal gaan
N000265-fn000696-203.3176-205.5472,N000265,DT,m,read,['2.229563'],['35674'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-203.3176-205.5472.wav'],gedichten gaan vaak over de liefde
N000265-fn000696-205.5472-207.9556,N000265,DT,m,read,['2.408437'],['38534'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-205.5472-207.9556.wav'],dichters vertellen graag over hun geliefde
N000265-fn000696-208.4442-211.1954,N000265,DT,m,read,['2.751188'],['44019'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-208.4442-211.1954.wav'],een dichter kan in weinig woorden zijn gevoel uitdrukken
N000265-fn000696-21.2961-23.2090,N000265,DT,m,read,['1.912875'],['30607'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-21.2961-23.2090.wav'],met een paar vrienden of familie
N000265-fn000696-211.6519-213.4284,N000265,DT,m,read,['1.7765'],['28424'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-211.6519-213.4284.wav'],of een idee of iets grappigs
N000265-fn000696-213.8457-216.8263,N000265,DT,m,read,['2.980625'],['47689'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-213.8457-216.8263.wav'],liedjes lijken op gedichten de vorm is 't zelfde
N000265-fn000696-216.8263-218.7353,N000265,DT,m,read,['1.909'],['30544'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-216.8263-218.7353.wav'],en ze gaan ook vaak over de liefde
N000265-fn000696-219.2343-220.6769,N000265,DT,m,read,['1.442562'],['23082'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-219.2343-220.6769.wav'],in liedjes gaat het natuurlijk
N000265-fn000696-220.6769-222.4534,N000265,DT,m,read,['1.7765'],['28424'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-220.6769-222.4534.wav'],om meer dan alleen de woorden
N000265-fn000696-222.8551-224.7627,N000265,DT,m,read,['1.907562'],['30522'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-222.8551-224.7627.wav'],de muziek en de stem van de zanger
N000265-fn000696-224.7627-226.6823,N000265,DT,m,read,['1.919625'],['30713'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-224.7627-226.6823.wav'],zijn net zo belangrijk als de tekst
N000265-fn000696-229.6506-231.7132,N000265,DT,m,read,['2.062562'],['33002'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-229.6506-231.7132.wav'],onrijpe pruimen zijn hard en zuur
N000265-fn000696-23.8317-25.2075,N000265,DT,m,read,['1.375813'],['22013'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-23.8317-25.2075.wav'],op de jaarlijkse trouwdag
N000265-fn000696-232.2259-233.5493,N000265,DT,m,read,['1.323437'],['21174'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-232.2259-233.5493.wav'],de bus komt er zo aan
N000265-fn000696-234.1826-236.0665,N000265,DT,m,read,['1.883875'],['30143'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-234.1826-236.0665.wav'],moet je nog veel slingers ophangen
N000265-fn000696-236.6863-238.3317,N000265,DT,m,read,['1.645375'],['26327'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-236.6863-238.3317.wav'],ik vind appelsap niet lekker
N000265-fn000696-239.1064-241.5386,N000265,DT,m,read,['2.43225'],['38915'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-239.1064-241.5386.wav'],er zit al een flinke deuk in je nieuwe auto
N000265-fn000696-245.3723-248.1145,N000265,DT,m,read,['2.742188'],['43876'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-245.3723-248.1145.wav'],op een druk station moet je op je bagage letten
N000265-fn000696-248.4992-250.8271,N000265,DT,m,read,['2.327938'],['37246'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-248.4992-250.8271.wav'],ik draag een oranje trui met lange mouwen
N000265-fn000696-25.2075-27.1368,N000265,DT,m,read,['1.929312'],['30868'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-25.2075-27.1368.wav'],krijgt de vrouw vaak een bos bloemen
N000265-fn000696-251.4831-253.1165,N000265,DT,m,read,['1.633375'],['26135'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-251.4831-253.1165.wav'],het leven wordt steeds duurder
N000265-fn000696-253.8915-256.0411,N000265,DT,m,read,['2.149625'],['34393'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-253.8915-256.0411.wav'],de man van mijn zus fietst elke dag
N000265-fn000696-256.7373-259.1261,N000265,DT,m,read,['2.388813'],['38221'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-256.7373-259.1261.wav'],haar lieve kinderen krijgen leuke cadeautjes
N000265-fn000696-262.8805-264.6212,N000265,DT,m,read,['1.740687'],['27851'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-262.8805-264.6212.wav'],ik wou al om half drie hier zijn
N000265-fn000696-264.6212-267.1369,N000265,DT,m,read,['2.515687'],['40251'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-264.6212-267.1369.wav'],om da om alles in de etalage te zetten
N000265-fn000696-267.6271-269.0698,N000265,DT,m,read,['1.442688'],['23083'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-267.6271-269.0698.wav'],de voetballer belooft zijn
N000265-fn000696-269.0698-271.7047,N000265,DT,m,read,['2.634875'],['42159'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-269.0698-271.7047.wav'],contractuele verplichtingen na te komen
N000265-fn000696-27.4790-29.8050,N000265,DT,m,read,['2.326'],['37216'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-27.4790-29.8050.wav'],of gaat ze met haar man in een restaurant eten
N000265-fn000696-272.4368-275.3459,N000265,DT,m,read,['2.909062'],['46546'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-272.4368-275.3459.wav'],de juffrouw rust een middagje uit en doet een dutje
N000265-fn000696-276.1207-278.7556,N000265,DT,m,read,['2.634938'],['42158'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-276.1207-278.7556.wav'],de chauffeur tracht met wilde bewegingen de
N000265-fn000696-278.7556-280.2954,N000265,DT,m,read,['1.53975'],['24637'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-278.7556-280.2954.wav'],kuilen in de weg te omzeilen
N000265-fn000696-280.9594-283.7374,N000265,DT,m,read,['2.778'],['44448'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-280.9594-283.7374.wav'],de huiseigenaar kwam aan de deur om de huur op te halen
N000265-fn000696-286.8846-289.8175,N000265,DT,m,read,['2.932875'],['46927'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-286.8846-289.8175.wav'],vitrage is een heel ouderwe is heel ouderwets
N000265-fn000696-289.8175-291.9910,N000265,DT,m,read,['2.1735'],['34776'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-289.8175-291.9910.wav'],en past niet bij een modern interieur
N000265-fn000696-292.7450-295.2846,N000265,DT,m,read,['2.539625'],['40633'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-292.7450-295.2846.wav'],de nederlandse gulden is allang even hard als
N000265-fn000696-295.2846-296.2962,N000265,DT,m,read,['1.011562'],['16186'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-295.2846-296.2962.wav'],de duitse mark
N000265-fn000696-296.8343-299.2784,N000265,DT,m,read,['2.444062'],['39106'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-296.8343-299.2784.wav'],een bekertje warme chocoladewerk melk
N000265-fn000696-299.2784-300.1726,N000265,DT,m,read,['0.89425'],['14307'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-299.2784-300.1726.wav'],moet je wel lusten
N000265-fn000696-300.8706-303.8155,N000265,DT,m,read,['2.944875'],['47119'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-300.8706-303.8155.wav'],door jouw ged-uh-gezeur zijn we nu al een meer dan een uur
N000265-fn000696-303.8155-305.3774,N000265,DT,m,read,['1.561875'],['24990'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-303.8155-305.3774.wav'],te laat voor die afspraak
N000265-fn000696-307.0684-309.8940,N000265,DT,m,read,['2.825625'],['45210'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-307.0684-309.8940.wav'],met een flinke garage erbij moet je genoeg
N000265-fn000696-309.8940-311.0744,N000265,DT,m,read,['1.180375'],['18886'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-309.8940-311.0744.wav'],opbergruimte hebben
N000265-fn000696-313.8000-315.5884,N000265,DT,m,read,['1.788375'],['28614'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-313.8000-315.5884.wav'],een foutje van de stuurman heeft 't
N000265-fn000696-315.5884-316.8283,N000265,DT,m,read,['1.239938'],['19838'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-315.5884-316.8283.wav'],schip doen kapseizen
N000265-fn000696-317.4447-320.4134,N000265,DT,m,read,['2.968688'],['47499'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-317.4447-320.4134.wav'],gelokt door een stukje kaas liep het muisje keurig in de val
N000265-fn000696-321.1678-322.2170,N000265,DT,m,read,['1.049188'],['16788'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-321.1678-322.2170.wav'],het ziet er maar uit
N000265-fn000696-322.5150-325.4003,N000265,DT,m,read,['2.885313'],['46164'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-322.5150-325.4003.wav'],het ziet er naar uit dat deze week bij ons ni uh nieuw
N000265-fn000696-325.4003-326.6164,N000265,DT,m,read,['1.216063'],['19458'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-325.4003-326.6164.wav'],opnieuw gaat regenen
N000265-fn000696-327.1270-328.9631,N000265,DT,m,read,['1.836125'],['29377'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-327.1270-328.9631.wav'],na die grote lekkage was het
N000265-fn000696-328.9631-330.8827,N000265,DT,m,read,['1.919562'],['30714'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-328.9631-330.8827.wav'],dure behang aan de vervanging toe
N000265-fn000696-33.9842-36.8933,N000265,DT,m,read,['2.909125'],['46545'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-33.9842-36.8933.wav'],de prijs van een heleboel dingen in nederland is vast
N000265-fn000696-331.3968-333.3636,N000265,DT,m,read,['1.966812'],['31469'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-331.3968-333.3636.wav'],geduldig hou ik de deur voor je open
N000265-fn000696-336.2830-338.8561,N000265,DT,m,read,['2.573125'],['41169'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-336.2830-338.8561.wav'],het ongeluk veroorzaakte een enorme ravage
N000265-fn000696-338.8561-341.0308,N000265,DT,m,read,['2.174687'],['34795'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-338.8561-341.0308.wav'],honderden auto's waren in elkaar gedrukt
N000265-fn000696-341.6088-343.1468,N000265,DT,m,read,['1.538'],['24608'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-341.6088-343.1468.wav'],de socialistiensje
N000265-fn000696-343.1468-346.1036,N000265,DT,m,read,['2.956812'],['47309'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-343.1468-346.1036.wav'],premier moest zijn zwaarste wapen uit de kast halen
N000265-fn000696-346.6892-349.7891,N000265,DT,m,read,['3.099937'],['49598'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-346.6892-349.7891.wav'],zij blijven het flatje huren tot ze een leuk huis hebben gevonden
N000265-fn000696-350.3614-351.7953,N000265,DT,m,read,['1.433938'],['22942'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-350.3614-351.7953.wav'],de beurs is van plan
N000265-fn000696-351.7953-353.7030,N000265,DT,m,read,['1.907688'],['30524'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-351.7953-353.7030.wav'],om het bedrijf in juni negentien
N000265-fn000696-354.2276-356.2693,N000265,DT,m,read,['2.041687'],['32667'],['dump/raw/nl_test_read_all_hires/data/format.16/N000265-fn000696-354.2276-356.2693.wav'],negentien vier en negentig
